"Word","Fits.","X","annotations"
"warmness",1,"1",1
"warmth",1,"1",1
"well-chosen",1,"1",1
"whirligig",0,"0",0
"wind up",0,"0",0
"worked up",1,"0",0
"worry",0,"0",0
"X",0,"0",0
"XTC",0,"0",0
"yet",0,"0",0
"zippy",1,"1",1
