"Word","Fits.","X","annotations"
"roiled",1,"1",1
"Rubia tinctorum",0,"0",0
"ruefulness",0,"1",0
"ruffle",1,"0",0
"run-down",1,"0",0
"ruthful",1,"0",0
"saddened",1,"1",1
"savvy",0,"0",0
"scandalisation",1,"1",1
"scandalise",1,"1",1
"scandalization",1,"1",1
"scandalize",1,"1",1
"scandalous",1,"1",1
"scare away",1,"1",1
"scare off",1,"1",1
"scarey",1,"1",1
"score",0,"0",0
"scotch",0,"0",0
"scourge",0,"1",0
"scratchy",0,"1",0
"sedate",0,"0",0
"sedateness",0,"0",0
"sedative drug",0,"0",0
"see red",1,"1",1
"seismic disturbance",0,"0",0
"self-reproach",1,"1",1
"shake up",0,"0",0
"shamed",1,"1",1
"shamefaced",1,"1",1
"shift",0,"0",0
"shivery",1,"0",0
"shock absorber",0,"0",0
"shocked",1,"1",1
"shuddery",1,"1",1
"sick",1,"1",1
"sicken",1,"1",1
"sickened",1,"1",1
"sincere",0,"0",0
"skittish",1,"1",1
"snappishness",1,"1",1
"solemness",0,"0",0
"solo",0,"1",0
"somberness",1,"1",1
"sombre",1,"1",1
"sombreness",1,"1",1
"spoil",1,"1",1
"spooky",1,"1",1
"staidness",1,"0",0
"steamed",0,"0",0
"storm",0,"1",0
"stubbornness",1,"1",1
"stung",0,"1",0
"stupor",0,"1",0
"stymie",1,"1",1
"stymy",0,"1",0
"suffer",1,"1",1
"superfluity",1,"1",1
"surliness",1,"0",0
"sympathize with",0,"0",0
"take aback",1,"1",1
"taking into custody",0,"0",0
"techy",0,"0",0
"temper",0,"1",0
"tempestuous",1,"1",1
"tempestuousness",1,"1",1
"terrorise",1,"1",1
"terrorize",1,"1",1
"tetchy",1,"1",1
"though",0,"0",0
"thwart",1,"1",1
"thwarted",1,"1",1
"timorous",1,"1",1
"to-do",0,"0",0
"too bad",1,"1",1
"transgress",1,"0",0
"trauma",1,"1",1
"traumatise",1,"1",1
"traumatize",1,"1",1
"trepid",1,"0",0
"troubling",1,"1",1
"turn on",0,"0",0
"umbrage",1,"1",1
"unaccompanied",0,"1",0
"unbalanced",1,"1",1
"uncheerful",1,"1",1
"unconscionable",1,"1",1
"understood",0,"0",0
"unenviable",1,"1",1
"unequaled",0,"0",0
"unequalled",0,"0",0
"unfrequented",0,"1",0
"ungratified",1,"1",1
"unhappily",1,"1",1
"unhinged",1,"1",1
"unluckily",1,"1",1
"unnerved",1,"1",1
"unparalleled",0,"0",0
"unpicturesque",1,"1",1
"unpitying",1,"0",0
"unreassuring",1,"1",1
"unrestrained",1,"0",0
"unsavory",1,"1",1
"unsavoury",1,"1",1
"unspeakable",1,"1",1
"upheaval",0,"1",0
"urgently",0,"1",0
"usurious",1,"1",1
"vehemence",0,"0",0
"venerate",0,"0",0
"veneration",0,"0",0
"vexed",1,"1",1
"vile",1,"1",1
"violative",1,"1",1
"vulnerability",1,"0",0
"warning device",0,"0",0
"warning signal",0,"1",0
"wary",0,"1",0
"weakened",1,"1",1
"weighty",0,"0",0
"wildness",0,"0",0
"withering",1,"1",1
"woefully",1,"1",1
"woefulness",1,"1",1
"wounded",1,"1",1
"yet",0,"0",0
"young woman",0,"0",0
